Date,pH.10,pH.11,pH.12,pH.16,pH.17,pH.18
6/16/2016 0:00,NA,NA,NA,7.71,7.72,8.05
6/16/2016 0:15,NA,NA,NA,7.71,7.71,8.05
6/16/2016 0:30,NA,NA,NA,7.69,7.71,8.04
6/16/2016 0:45,NA,NA,NA,7.69,7.68,8.03
6/16/2016 1:00,NA,NA,NA,7.64,7.69,8.02
6/16/2016 1:15,NA,NA,NA,7.69,7.69,8.01
6/16/2016 1:30,NA,NA,NA,7.7,7.69,8.01
6/16/2016 1:45,NA,NA,NA,7.66,7.69,8
6/16/2016 2:00,NA,NA,NA,7.7,7.69,8
6/16/2016 2:15,NA,NA,NA,7.66,7.69,7.99
6/16/2016 2:30,NA,NA,NA,7.69,7.69,7.98
6/16/2016 2:45,NA,NA,NA,7.66,7.69,7.98
6/16/2016 3:00,NA,NA,NA,7.65,7.69,7.97
6/16/2016 3:15,NA,NA,NA,7.67,7.67,7.96
6/16/2016 3:30,NA,NA,NA,7.68,7.67,7.96
6/16/2016 3:45,NA,NA,NA,7.67,7.67,7.96
6/16/2016 4:00,NA,NA,NA,7.67,7.68,7.95
6/16/2016 4:15,NA,NA,NA,7.63,7.67,7.95
6/16/2016 4:30,NA,NA,NA,7.68,7.68,7.93
6/16/2016 4:45,NA,NA,NA,7.67,7.67,7.93
6/16/2016 5:00,NA,NA,NA,7.63,7.67,7.92
6/16/2016 5:15,NA,NA,NA,7.67,7.67,7.92
6/16/2016 5:30,NA,NA,NA,7.66,7.66,7.91
6/16/2016 5:45,NA,NA,NA,7.65,7.65,7.91
6/16/2016 6:00,NA,NA,NA,7.66,7.65,7.91
6/16/2016 6:15,NA,NA,NA,7.66,7.65,7.91
6/16/2016 6:30,NA,NA,NA,7.65,7.64,7.91
6/16/2016 6:45,NA,NA,NA,7.6,7.65,7.9
6/16/2016 7:00,NA,NA,NA,7.66,7.66,7.9
6/16/2016 7:15,NA,NA,NA,7.65,7.65,7.9
6/16/2016 7:30,NA,NA,NA,7.66,7.65,7.9
6/16/2016 7:45,NA,NA,NA,7.61,7.64,7.9
6/16/2016 8:00,NA,NA,NA,7.65,7.65,7.9
6/16/2016 8:15,NA,NA,NA,7.61,7.65,7.9
6/16/2016 8:30,NA,NA,NA,7.64,7.69,7.91
6/16/2016 8:45,NA,NA,NA,7.67,7.67,7.92
6/16/2016 9:00,NA,NA,NA,7.66,7.7,7.92
6/16/2016 9:15,NA,NA,NA,7.63,7.69,7.95
6/16/2016 9:30,NA,NA,NA,7.69,7.69,7.96
6/16/2016 9:45,NA,NA,NA,7.69,7.7,7.98
6/16/2016 10:00,NA,NA,NA,7.71,7.71,7.99
6/16/2016 10:15,NA,NA,NA,7.7,7.7,8
6/16/2016 10:30,NA,NA,NA,7.75,7.75,8.01
6/16/2016 10:45,NA,NA,NA,7.74,7.73,8.02
6/16/2016 11:00,NA,NA,NA,7.7,7.75,8.05
6/16/2016 11:15,NA,NA,NA,7.77,7.77,8.07
6/16/2016 11:30,NA,NA,NA,7.77,7.75,8.08
6/16/2016 11:45,NA,NA,NA,7.77,7.75,8.1
6/16/2016 12:00,NA,NA,NA,7.79,7.77,8.11
6/16/2016 12:15,NA,NA,NA,7.73,7.77,8.12
6/16/2016 12:30,NA,NA,NA,7.74,7.79,8.13
6/16/2016 12:45,NA,NA,NA,7.81,7.82,8.14
6/16/2016 13:00,NA,NA,NA,7.8,7.82,8.15
6/16/2016 13:15,NA,NA,NA,7.79,7.82,8.16
6/16/2016 13:30,NA,NA,NA,7.8,7.83,8.16
6/16/2016 13:45,NA,NA,NA,7.83,7.82,8.16
6/16/2016 14:00,NA,NA,NA,7.81,7.83,8.16
6/16/2016 14:15,NA,NA,NA,7.81,7.85,8.16
6/16/2016 14:30,NA,NA,NA,7.84,7.85,8.16
6/16/2016 14:45,8.26,8.12,7.83,7.8,7.82,8.16
6/16/2016 15:00,8.26,8.14,7.84,7.81,7.83,8.16
6/16/2016 15:15,8.26,8.14,7.84,7.79,7.82,8.15
6/16/2016 15:30,8.26,8.14,7.83,7.82,7.82,8.15
6/16/2016 15:45,8.26,8.14,7.82,7.77,7.81,8.13
6/16/2016 16:00,8.26,8.13,7.82,7.79,7.8,8.13
6/16/2016 16:15,8.26,8.15,7.82,7.78,7.8,8.13
6/16/2016 16:30,8.24,8.13,7.81,7.78,7.8,8.13
6/16/2016 16:45,8.24,8.13,7.8,7.78,7.8,8.13
6/16/2016 17:00,8.23,8.12,7.79,7.77,7.8,8.13
6/16/2016 17:15,8.23,8.11,7.79,7.78,7.8,8.12
6/16/2016 17:30,8.23,8.11,7.78,7.77,7.8,8.11
6/16/2016 17:45,8.22,8.1,7.77,7.76,7.76,8.1
6/16/2016 18:00,8.21,8.1,7.77,7.73,7.76,8.09
6/16/2016 18:15,8.21,8.09,7.76,7.76,7.76,8.07
6/16/2016 18:30,8.2,8.09,7.77,7.73,7.76,8.07
6/16/2016 18:45,8.2,8.08,7.74,7.73,7.74,8.06
6/16/2016 19:00,8.19,8.08,7.74,7.74,7.74,8.05
6/16/2016 19:15,8.18,8.07,7.74,7.7,7.74,8.04
6/16/2016 19:30,8.18,8.06,7.75,7.73,7.74,8.03
6/16/2016 19:45,8.17,8.06,7.74,7.74,7.76,8.02
6/16/2016 20:00,8.16,8.05,7.74,7.74,7.74,8.01
6/16/2016 20:15,8.16,8.05,7.75,7.72,7.74,8
6/16/2016 20:30,8.15,8.04,7.74,7.74,7.74,8
6/16/2016 20:45,8.15,8.04,7.73,7.73,7.72,7.99
6/16/2016 21:00,8.14,8.02,7.73,7.71,7.72,7.98
6/16/2016 21:15,8.14,8.01,7.72,7.71,7.72,7.98
6/16/2016 21:30,8.13,8.01,7.72,7.71,7.72,7.97
6/16/2016 21:45,8.13,8.01,7.73,7.71,7.72,7.97
6/16/2016 22:00,8.12,8,7.72,7.71,7.72,7.96
6/16/2016 22:15,8.12,8,7.73,7.71,7.72,7.96
6/16/2016 22:30,8.12,8,7.72,7.71,7.7,7.96
6/16/2016 22:45,8.11,7.99,7.71,7.71,7.7,7.95
6/16/2016 23:00,8.11,7.99,7.72,7.73,7.72,7.95
6/16/2016 23:15,8.11,7.99,7.72,7.71,7.71,7.95
6/16/2016 23:30,8.1,7.98,7.71,7.7,7.71,7.93
6/16/2016 23:45,8.1,7.98,7.71,7.71,7.71,7.93
6/17/2016 0:00,8.1,7.98,7.71,7.69,7.7,7.93
6/17/2016 0:15,8.1,7.97,7.71,7.71,7.7,7.93
6/17/2016 0:30,8.09,7.97,7.72,7.71,7.7,7.93
6/17/2016 0:45,8.09,7.97,7.7,7.69,7.69,7.92
6/17/2016 1:00,8.09,7.96,7.69,7.69,7.69,7.91
6/17/2016 1:15,8.09,7.96,7.69,7.66,7.69,7.91
6/17/2016 1:30,8.08,7.96,7.71,7.69,7.69,7.91
6/17/2016 1:45,8.08,7.95,7.71,7.69,7.69,7.91
6/17/2016 2:00,8.08,7.95,7.71,7.67,7.69,7.9
6/17/2016 2:15,8.08,7.95,7.69,7.69,7.69,7.9
6/17/2016 2:30,8.08,7.95,7.69,7.68,7.69,7.9
6/17/2016 2:45,8.08,7.95,7.69,7.68,7.69,7.9
6/17/2016 3:00,8.07,7.94,7.69,7.69,7.69,7.9
6/17/2016 3:15,8.07,7.94,7.68,7.66,7.67,7.89
6/17/2016 3:30,8.07,7.94,7.67,7.64,7.68,7.89
6/17/2016 3:45,8.07,7.94,7.69,7.67,7.67,7.89
6/17/2016 4:00,8.07,7.94,7.67,7.66,7.67,7.89
6/17/2016 4:15,8.07,7.94,7.69,7.61,7.67,7.89
6/17/2016 4:30,8.07,7.94,7.67,7.67,7.67,7.89
6/17/2016 4:45,8.07,7.94,7.67,7.64,7.67,7.88
6/17/2016 5:00,8.06,7.93,7.67,7.66,7.67,7.88
6/17/2016 5:15,8.06,7.93,7.67,7.62,7.67,7.88
6/17/2016 5:30,8.06,7.93,7.66,7.65,7.65,7.88
6/17/2016 5:45,8.06,7.93,7.65,7.61,7.65,7.88
6/17/2016 6:00,8.06,7.93,7.67,7.63,7.66,7.88
6/17/2016 6:15,8.06,7.93,7.65,7.62,7.65,7.88
6/17/2016 6:30,8.06,7.93,7.67,7.65,7.65,7.88
6/17/2016 6:45,8.05,7.93,7.65,7.65,7.65,7.89
6/17/2016 7:00,8.05,7.93,7.67,7.65,7.65,7.89
6/17/2016 7:15,8.05,7.93,7.67,7.64,7.65,7.89
6/17/2016 7:30,8.05,7.93,7.65,7.65,7.65,7.9
6/17/2016 7:45,8.05,7.93,7.67,7.64,7.66,7.9
6/17/2016 8:00,8.05,7.93,7.65,7.65,7.65,7.9
6/17/2016 8:15,8.05,7.93,7.67,7.63,7.65,7.9
6/17/2016 8:30,8.05,7.93,7.67,7.67,7.66,7.9
6/17/2016 8:45,8.07,7.94,7.66,7.67,7.67,7.91
6/17/2016 9:00,8.07,7.94,7.68,7.64,7.69,7.91
6/17/2016 9:15,8.08,7.95,7.69,7.67,7.69,7.92
6/17/2016 9:30,8.08,7.95,7.7,7.69,7.7,7.93
6/17/2016 9:45,8.09,7.96,7.7,7.7,7.7,7.95
6/17/2016 10:00,8.1,7.96,7.71,7.71,7.72,7.96
6/17/2016 10:15,8.1,7.97,7.71,7.72,7.7,7.97
6/17/2016 10:30,8.1,7.97,7.75,7.73,7.73,7.97
6/17/2016 10:45,8.11,7.98,7.75,7.73,7.73,7.97
6/17/2016 11:00,8.12,7.99,7.69,7.73,7.75,7.98
6/17/2016 11:15,8.12,8.01,7.75,7.74,7.77,7.99
6/17/2016 11:30,8.14,8.02,7.78,7.73,7.75,8
6/17/2016 11:45,8.15,8.02,7.76,7.77,7.75,8.03
6/17/2016 12:00,8.15,8.04,7.77,7.79,7.78,8.06
6/17/2016 12:15,8.16,8.05,7.76,7.77,7.79,8.07
6/17/2016 12:30,8.18,8.05,7.78,7.76,7.77,8.08
6/17/2016 12:45,8.18,8.06,7.81,7.8,7.82,8.09
6/17/2016 13:00,8.18,8.07,7.8,7.8,7.8,8.09
6/17/2016 13:15,8.2,8.08,7.79,7.78,7.79,8.1
6/17/2016 13:30,8.19,8.07,7.81,7.83,7.83,8.1
6/17/2016 13:45,8.2,8.07,7.83,7.81,7.82,8.11
6/17/2016 14:00,8.2,8.1,7.84,7.82,7.82,8.11
6/17/2016 14:15,8.22,8.1,7.82,7.83,7.83,8.11
6/17/2016 14:30,8.23,8.1,7.86,7.84,7.86,8.11
6/17/2016 14:45,8.23,8.11,7.86,7.81,7.83,8.12
6/17/2016 15:00,8.23,8.09,7.82,7.83,7.82,8.13
6/17/2016 15:15,8.23,8.09,7.85,7.81,7.84,8.13
6/17/2016 15:30,8.23,8.11,7.82,7.82,7.82,8.15
6/17/2016 15:45,8.23,8.09,7.83,7.8,7.8,8.14
6/17/2016 16:00,8.23,8.09,7.81,7.77,7.8,8.15
6/17/2016 16:15,8.23,8.09,7.82,7.79,7.8,8.15
6/17/2016 16:30,8.23,8.09,7.8,7.8,7.81,8.14
6/17/2016 16:45,8.23,8.09,7.8,7.77,7.8,8.14
6/17/2016 17:00,8.23,8.08,7.78,7.78,7.78,8.13
6/17/2016 17:15,8.22,8.08,7.8,7.78,7.78,8.12
6/17/2016 17:30,8.22,8.07,7.79,7.78,7.78,8.11
6/17/2016 17:45,8.22,8.07,7.78,7.77,7.76,8.1
6/17/2016 18:00,8.21,8.07,7.77,7.76,7.76,8.1
6/17/2016 18:15,8.21,8.06,7.77,7.74,7.78,8.09
6/17/2016 18:30,8.2,8.06,7.76,7.77,7.76,8.08
6/17/2016 18:45,8.2,8.05,7.76,7.73,7.74,8.07
6/17/2016 19:00,8.19,8.05,7.75,7.73,7.76,8.07
6/17/2016 19:15,8.19,8.04,7.74,7.75,7.74,8.06
6/17/2016 19:30,8.18,8.04,7.75,7.74,7.74,8.05
6/17/2016 19:45,8.18,8.02,7.75,7.73,7.74,8.03
6/17/2016 20:00,8.17,8.02,7.75,7.74,7.74,8.02
6/17/2016 20:15,8.16,8.01,7.74,7.73,7.74,8.01
6/17/2016 20:30,8.16,8.01,7.75,7.75,7.74,8.01
6/17/2016 20:45,8.15,8,7.72,7.7,7.72,8
6/17/2016 21:00,8.15,8,7.72,7.69,7.72,7.99
6/17/2016 21:15,8.14,8,7.74,7.72,7.72,7.98
6/17/2016 21:30,8.14,7.99,7.73,7.72,7.72,7.97
6/17/2016 21:45,8.13,7.99,7.72,7.71,7.72,7.97
6/17/2016 22:00,8.13,7.99,7.73,7.7,7.72,7.96
6/17/2016 22:15,8.12,7.98,7.72,7.73,7.72,7.96
6/17/2016 22:30,8.12,7.98,7.71,7.7,7.7,7.96
6/17/2016 22:45,8.11,7.98,7.71,7.7,7.7,7.95
6/17/2016 23:00,8.1,7.97,7.72,7.71,7.71,7.95
6/17/2016 23:15,8.1,7.97,7.71,7.71,7.71,7.93
6/17/2016 23:30,8.09,7.97,7.72,7.71,7.71,7.93
6/17/2016 23:45,8.09,7.96,7.71,7.71,7.7,7.93
6/18/2016 0:00,8.09,7.96,7.72,7.7,7.71,7.92
6/18/2016 0:15,8.09,7.96,7.71,7.71,7.71,7.92
6/18/2016 0:30,8.08,7.96,7.72,7.71,7.7,7.92
6/18/2016 0:45,8.08,7.96,7.71,7.67,7.69,7.91
6/18/2016 1:00,8.08,7.95,7.7,7.64,7.69,7.91
6/18/2016 1:15,8.08,7.95,7.69,7.69,7.69,7.91
6/18/2016 1:30,8.07,7.95,7.71,7.69,7.69,7.91
6/18/2016 1:45,8.07,7.95,7.69,7.69,7.69,7.91
6/18/2016 2:00,8.07,7.95,7.71,7.69,7.68,7.91
6/18/2016 2:15,8.07,7.94,7.69,7.69,7.69,7.9
6/18/2016 2:30,8.07,7.95,7.71,7.69,7.69,7.9
6/18/2016 2:45,8.07,7.94,7.69,7.66,7.69,7.9
6/18/2016 3:00,8.07,7.94,7.71,7.7,7.69,7.9
6/18/2016 3:15,8.07,7.94,7.71,7.66,7.67,7.9
6/18/2016 3:30,8.07,7.94,7.68,7.65,7.67,7.9
6/18/2016 3:45,8.07,7.94,7.67,7.67,7.67,7.9
6/18/2016 4:00,8.06,7.94,7.69,7.68,7.67,7.9
6/18/2016 4:15,8.06,7.94,7.67,7.67,7.67,7.9
6/18/2016 4:30,8.06,7.94,7.69,7.66,7.67,7.89
6/18/2016 4:45,8.06,7.94,7.69,7.66,7.67,7.89
6/18/2016 5:00,8.06,7.94,7.69,7.67,7.66,7.89
6/18/2016 5:15,8.06,7.94,7.69,7.65,7.67,7.89
6/18/2016 5:30,8.06,7.94,7.67,7.65,7.66,7.89
6/18/2016 5:45,8.06,7.94,7.66,7.65,7.65,7.89
6/18/2016 6:00,8.06,7.94,7.65,7.65,7.65,7.89
6/18/2016 6:15,8.06,7.94,7.67,7.63,7.66,7.89
6/18/2016 6:30,8.06,7.94,7.67,7.64,7.65,7.89
6/18/2016 6:45,8.06,7.94,7.67,7.65,7.64,7.89
6/18/2016 7:00,8.06,7.94,7.67,7.6,7.65,7.89
6/18/2016 7:15,8.06,7.94,7.65,7.64,7.64,7.89
6/18/2016 7:30,8.06,7.95,7.67,7.65,7.65,7.89
6/18/2016 7:45,8.06,7.95,7.67,7.64,7.66,7.9
6/18/2016 8:00,8.06,7.96,7.67,7.66,7.65,7.9
6/18/2016 8:15,8.08,7.96,7.67,7.66,7.66,7.92
6/18/2016 8:30,8.08,7.96,7.68,7.65,7.67,7.92
6/18/2016 8:45,8.08,7.97,7.69,7.66,7.68,7.93
6/18/2016 9:00,8.09,7.97,7.7,7.68,7.69,7.95
6/18/2016 9:15,8.1,7.98,7.7,7.68,7.7,7.95
6/18/2016 9:30,8.11,7.99,7.71,7.68,7.7,7.97
6/18/2016 9:45,8.1,7.99,7.72,7.71,7.71,7.98
6/18/2016 10:00,8.12,8,7.72,7.71,7.71,7.99
6/18/2016 10:15,8.13,8.02,7.74,7.71,7.72,8
6/18/2016 10:30,8.14,8.03,7.77,7.73,7.75,8.01
6/18/2016 10:45,8.13,8.03,7.75,7.74,7.73,8.03
6/18/2016 11:00,8.15,8.04,7.79,7.75,7.75,8.05
6/18/2016 11:15,8.15,8.05,7.8,7.76,7.77,8.06
6/18/2016 11:30,8.17,8.06,7.82,7.76,7.77,8.08
6/18/2016 11:45,8.18,8.07,7.82,7.76,7.77,8.1
6/18/2016 12:00,8.18,8.08,7.83,7.74,7.79,8.11
6/18/2016 12:15,8.18,8.08,7.78,7.79,7.79,8.11
6/18/2016 12:30,8.2,8.09,7.86,7.78,7.8,8.11
6/18/2016 12:45,8.21,8.09,7.86,7.8,7.81,8.12
6/18/2016 13:00,8.21,8.1,7.86,7.8,7.82,8.23
6/18/2016 13:15,8.21,8.11,7.8,7.8,7.8,8.17
6/18/2016 13:30,8.22,8.1,7.8,7.81,7.81,8.15
6/18/2016 13:45,8.23,8.11,7.84,7.82,7.83,8.17
6/18/2016 14:00,8.23,8.12,7.86,7.83,7.83,8.17
6/18/2016 14:15,8.23,8.13,7.86,7.86,7.84,8.18
6/18/2016 14:30,8.23,8.15,7.86,7.86,7.86,8.19
6/18/2016 14:45,8.23,8.14,7.85,7.82,7.84,8.2
6/18/2016 15:00,8.24,8.16,7.87,7.79,7.82,8.2
6/18/2016 15:15,8.24,8.15,7.86,7.82,7.81,8.2
6/18/2016 15:30,8.24,8.16,7.86,7.8,7.83,8.2
6/18/2016 15:45,8.24,8.15,7.84,7.76,7.82,8.2
6/18/2016 16:00,8.24,8.14,7.84,7.8,7.8,8.18
6/18/2016 16:15,8.24,8.15,7.84,7.81,7.82,8.18
6/18/2016 16:30,8.24,8.14,7.82,7.8,7.82,8.18
6/18/2016 16:45,8.24,8.13,7.82,7.78,7.8,8.17
