Date,pH.10,pH.11,pH.12,pH.16,pH.17,pH.18
6/18/2016 17:00,8.24,8.13,7.8,7.78,7.77,8.17
6/18/2016 17:15,8.23,8.13,7.83,7.78,7.79,8.17
6/18/2016 17:30,8.23,8.11,7.8,7.79,7.77,8.16
6/18/2016 17:45,8.23,8.1,7.76,7.71,7.76,8.15
6/18/2016 18:00,8.22,8.1,7.77,7.76,7.78,8.15
6/18/2016 18:15,8.22,8.1,7.77,7.76,7.76,8.12
6/18/2016 18:30,8.21,8.09,7.77,7.74,7.76,8.12
6/18/2016 18:45,8.21,8.08,7.76,7.74,7.74,8.11
6/18/2016 19:00,8.2,8.08,7.74,7.73,7.74,8.1
6/18/2016 19:15,8.19,8.07,7.74,7.74,7.74,8.08
6/18/2016 19:30,8.19,8.07,7.75,7.72,7.74,8.07
6/18/2016 19:45,8.18,8.06,7.74,7.74,7.74,8.06
6/18/2016 20:00,8.17,8.05,7.74,7.73,7.74,8.05
6/18/2016 20:15,8.17,8.04,7.74,7.74,7.76,8.05
6/18/2016 20:30,8.16,8.04,7.74,7.73,7.74,8.03
6/18/2016 20:45,8.15,8.02,7.74,7.68,7.72,8.03
6/18/2016 21:00,8.15,8.02,7.73,7.72,7.74,8.02
6/18/2016 21:15,8.13,8.01,7.72,7.72,7.72,8.01
6/18/2016 21:30,8.13,8.01,7.73,7.71,7.74,8.01
6/18/2016 21:45,8.12,8.01,7.72,7.72,7.72,8
6/18/2016 22:00,8.12,8,7.74,7.71,7.72,7.99
6/18/2016 22:15,8.12,8,7.72,7.72,7.72,7.98
6/18/2016 22:30,8.11,7.99,7.72,7.71,7.72,7.97
6/18/2016 22:45,8.11,7.99,7.71,7.7,7.72,7.97
6/18/2016 23:00,8.11,7.99,7.72,7.7,7.71,7.96
6/18/2016 23:15,8.1,7.99,7.71,7.7,7.71,7.96
6/18/2016 23:30,8.1,7.98,7.72,7.71,7.7,7.95
6/18/2016 23:45,8.1,7.98,7.71,7.71,7.7,7.95
6/19/2016 0:00,8.09,7.98,7.72,7.69,7.71,7.93
6/19/2016 0:15,8.09,7.98,7.71,7.72,7.71,7.93
6/19/2016 0:30,8.09,7.97,7.72,7.71,7.71,7.92
6/19/2016 0:45,8.09,7.97,7.71,7.67,7.69,7.92
6/19/2016 1:00,8.08,7.97,7.7,7.7,7.69,7.91
6/19/2016 1:15,8.08,7.97,7.69,7.68,7.69,7.91
6/19/2016 1:30,8.08,7.96,7.71,7.67,7.69,7.9
6/19/2016 1:45,8.07,7.96,7.69,7.69,7.69,7.9
6/19/2016 2:00,8.07,7.96,7.71,7.7,7.68,7.9
6/19/2016 2:15,8.07,7.96,7.69,7.7,7.69,7.89
6/19/2016 2:30,8.07,7.96,7.71,7.69,7.69,7.89
6/19/2016 2:45,8.06,7.95,7.69,7.68,7.69,7.88
6/19/2016 3:00,8.06,7.95,7.71,7.68,7.69,7.88
6/19/2016 3:15,8.06,7.95,7.68,7.67,7.67,7.88
6/19/2016 3:30,8.06,7.95,7.67,7.67,7.67,7.88
6/19/2016 3:45,8.06,7.94,7.69,7.67,7.67,7.87
6/19/2016 4:00,8.05,7.94,7.67,7.66,7.67,7.87
6/19/2016 4:15,8.05,7.94,7.69,7.67,7.67,7.87
6/19/2016 4:30,8.05,7.94,7.67,7.67,7.67,7.86
6/19/2016 4:45,8.04,7.93,7.69,7.67,7.67,7.86
6/19/2016 5:00,8.04,7.93,7.67,7.67,7.67,7.86
6/19/2016 5:15,8.04,7.93,7.69,7.67,7.66,7.85
6/19/2016 5:30,8.04,7.92,7.67,7.65,7.65,7.85
6/19/2016 5:45,8.04,7.92,7.66,7.65,7.65,7.85
6/19/2016 6:00,8.03,7.92,7.65,7.65,7.65,7.85
6/19/2016 6:15,8.03,7.92,7.67,7.65,7.65,7.84
6/19/2016 6:30,8.03,7.92,7.67,7.61,7.65,7.84
6/19/2016 6:45,8.03,7.92,7.67,7.63,7.64,7.85
6/19/2016 7:00,8.03,7.92,7.67,7.63,7.64,7.85
6/19/2016 7:15,8.03,7.92,7.65,7.64,7.65,7.85
6/19/2016 7:30,8.03,7.92,7.67,7.63,7.65,7.85
6/19/2016 7:45,8.03,7.92,7.67,7.65,7.65,7.86
6/19/2016 8:00,8.05,7.92,7.67,7.62,7.65,7.87
6/19/2016 8:15,8.05,7.95,7.67,7.65,7.65,7.88
6/19/2016 8:30,8.06,7.96,7.68,7.66,7.67,7.88
6/19/2016 8:45,8.06,7.96,7.69,7.65,7.67,7.89
6/19/2016 9:00,8.07,7.97,7.71,7.67,7.7,7.9
6/19/2016 9:15,8.08,7.98,7.71,7.69,7.71,7.92
6/19/2016 9:30,8.09,7.98,7.71,7.67,7.69,7.92
6/19/2016 9:45,8.09,7.99,7.72,7.72,7.71,7.95
6/19/2016 10:00,8.1,7.99,7.71,7.71,7.7,7.95
6/19/2016 10:15,8.1,8.01,7.73,7.67,7.72,7.96
6/19/2016 10:30,8.11,8.01,7.77,7.73,7.75,7.97
6/19/2016 10:45,8.11,8.01,7.76,7.7,7.75,7.99
6/19/2016 11:00,8.12,8.02,7.76,7.73,7.73,7.99
6/19/2016 11:15,8.13,8.03,7.76,7.72,7.76,8.01
6/19/2016 11:30,8.14,8.03,7.76,7.75,7.76,8.01
6/19/2016 11:45,8.15,8.05,7.78,7.75,7.76,8.03
6/19/2016 12:00,8.16,8.06,7.84,7.78,7.79,8.05
6/19/2016 12:15,8.17,8.07,7.81,7.77,7.79,8.06
6/19/2016 12:30,8.18,8.08,7.81,7.76,7.8,8.07
6/19/2016 12:45,8.17,8.06,7.81,7.81,7.8,8.08
6/19/2016 13:00,8.18,8.09,7.82,7.79,7.8,8.09
6/19/2016 13:15,8.18,8.1,7.8,7.77,7.8,8.1
6/19/2016 13:30,8.2,8.11,7.86,7.83,7.84,8.12
6/19/2016 13:45,8.21,8.11,7.83,7.82,7.82,8.13
6/19/2016 14:00,8.21,8.09,7.81,7.79,7.82,8.13
6/19/2016 14:15,8.22,8.13,7.88,7.84,7.85,8.16
6/19/2016 14:30,8.22,8.14,7.88,7.83,7.86,8.19
6/19/2016 14:45,8.22,8.15,7.88,7.82,7.83,8.22
6/19/2016 15:00,8.22,8.12,7.82,7.82,7.8,8.19
6/19/2016 15:15,8.22,8.15,7.85,7.81,7.82,8.2
6/19/2016 15:30,8.24,8.15,7.87,7.79,7.82,8.22
6/19/2016 15:45,8.24,8.14,7.84,7.79,7.8,8.22
6/19/2016 16:00,8.24,8.13,7.84,7.81,7.82,8.2
6/19/2016 16:15,8.23,8.15,7.83,7.77,7.8,8.22
6/19/2016 16:30,8.24,8.13,7.8,7.8,7.78,8.22
6/19/2016 16:45,8.24,8.12,7.81,7.77,7.79,8.2
6/19/2016 17:00,8.23,8.11,7.79,7.78,7.77,8.19
6/19/2016 17:15,8.23,8.11,7.82,7.77,7.79,8.18
6/19/2016 17:30,8.23,8.11,7.78,7.77,7.77,8.18
6/19/2016 17:45,8.22,8.1,7.76,7.75,7.75,8.17
6/19/2016 18:00,8.21,8.09,7.77,7.74,7.75,8.16
6/19/2016 18:15,8.21,8.09,7.77,7.77,7.75,8.15
6/19/2016 18:30,8.2,8.08,7.77,7.76,7.75,8.15
6/19/2016 18:45,8.2,8.07,7.75,7.73,7.76,8.13
6/19/2016 19:00,8.18,8.07,7.75,7.72,7.74,8.12
6/19/2016 19:15,8.18,8.06,7.74,7.74,7.74,8.11
6/19/2016 19:30,8.17,8.05,7.75,7.74,7.74,8.1
6/19/2016 19:45,8.16,8.05,7.75,7.74,7.74,8.09
6/19/2016 20:00,8.16,8.04,7.75,7.74,7.74,8.08
6/19/2016 20:15,8.15,8.02,7.74,7.73,7.74,8.07
6/19/2016 20:30,8.14,8.02,7.74,7.73,7.74,8.06
6/19/2016 20:45,8.14,8.01,7.74,7.73,7.73,8.05
6/19/2016 21:00,8.13,8.01,7.72,7.71,7.7,8.04
6/19/2016 21:15,8.12,8,7.73,7.71,7.71,8.03
6/19/2016 21:30,8.12,8,7.72,7.72,7.7,8.02
6/19/2016 21:45,8.12,7.99,7.72,7.72,7.72,8.01
6/19/2016 22:00,8.11,7.99,7.73,7.69,7.72,8
6/19/2016 22:15,8.1,7.99,7.73,7.71,7.72,7.99
6/19/2016 22:30,8.1,7.98,7.72,7.7,7.71,7.98
6/19/2016 22:45,8.09,7.98,7.71,7.71,7.7,7.98
6/19/2016 23:00,8.09,7.97,7.72,7.71,7.71,7.98
6/19/2016 23:15,8.09,7.97,7.71,7.71,7.71,7.96
6/19/2016 23:30,8.08,7.97,7.71,7.71,7.68,7.96
6/19/2016 23:45,8.08,7.96,7.71,7.71,7.67,7.96
6/20/2016 0:00,8.08,7.96,7.72,7.72,7.68,7.95
6/20/2016 0:15,8.07,7.95,7.71,7.7,7.69,7.95
6/20/2016 0:30,8.07,7.95,7.72,7.71,7.69,7.95
6/20/2016 0:45,8.07,7.95,7.71,7.69,7.69,7.94
6/20/2016 1:00,8.06,7.95,7.7,7.65,7.69,7.94
6/20/2016 1:15,8.06,7.94,7.71,7.69,7.69,7.94
6/20/2016 1:30,8.06,7.94,7.71,7.67,7.69,7.93
6/20/2016 1:45,8.06,7.94,7.71,7.68,7.68,7.93
6/20/2016 2:00,8.06,7.93,7.69,7.69,7.67,7.92
6/20/2016 2:15,8.05,7.93,7.71,7.69,7.67,7.91
6/20/2016 2:30,8.05,7.92,7.69,7.69,7.67,7.91
6/20/2016 2:45,8.05,7.92,7.71,7.69,7.67,7.91
6/20/2016 3:00,8.05,7.92,7.69,7.69,7.68,7.9
6/20/2016 3:15,8.04,7.92,7.69,7.66,7.67,7.9
6/20/2016 3:30,8.04,7.92,7.68,7.68,7.67,7.89
6/20/2016 3:45,8.04,7.92,7.69,7.66,7.65,7.89
6/20/2016 4:00,8.04,7.92,7.69,7.67,7.66,7.89
6/20/2016 4:15,8.04,7.92,7.67,7.66,7.67,7.89
6/20/2016 4:30,8.04,7.92,7.69,7.62,7.68,7.89
6/20/2016 4:45,8.04,7.92,7.69,7.67,7.67,7.89
6/20/2016 5:00,8.04,7.92,7.67,7.63,7.67,7.88
6/20/2016 5:15,8.04,7.92,7.69,7.67,7.67,7.88
6/20/2016 5:30,8.04,7.92,7.69,7.66,7.65,7.88
6/20/2016 5:45,8.03,7.92,7.67,7.65,7.65,7.88
6/20/2016 6:00,8.03,7.92,7.66,7.64,7.65,7.88
6/20/2016 6:15,8.03,7.92,7.66,7.66,7.65,7.88
6/20/2016 6:30,8.03,7.92,7.66,7.64,7.65,7.87
6/20/2016 6:45,8.03,7.92,7.65,7.66,7.65,7.88
6/20/2016 7:00,8.03,7.92,7.67,7.62,7.65,7.88
6/20/2016 7:15,8.03,7.92,7.65,7.64,7.66,7.87
6/20/2016 7:30,8.03,7.92,7.67,7.64,7.64,7.88
6/20/2016 7:45,8.03,7.92,7.67,7.65,7.65,7.88
6/20/2016 8:00,8.03,7.92,7.67,7.64,7.64,7.88
6/20/2016 8:15,8.03,7.92,7.67,7.62,7.65,7.88
6/20/2016 8:30,8.03,7.92,7.69,7.68,7.67,7.89
6/20/2016 8:45,8.05,7.94,7.69,7.67,7.68,7.9
6/20/2016 9:00,8.05,7.95,7.71,7.7,7.69,7.91
6/20/2016 9:15,8.05,7.96,7.71,7.7,7.7,7.92
6/20/2016 9:30,8.07,7.96,7.71,7.65,7.7,7.93
6/20/2016 9:45,8.08,7.97,7.7,7.69,7.72,7.93
6/20/2016 10:00,8.07,7.97,7.74,7.67,7.72,7.94
6/20/2016 10:15,8.08,7.99,7.72,7.69,7.7,7.95
6/20/2016 10:30,8.08,7.99,7.73,7.74,7.72,7.96
6/20/2016 10:45,8.09,8,7.76,7.73,7.74,7.97
6/20/2016 11:00,8.12,8.02,7.8,7.73,7.75,7.98
6/20/2016 11:15,8.11,8,7.76,7.76,7.75,7.99
6/20/2016 11:30,8.12,8,7.8,7.73,7.77,7.99
6/20/2016 11:45,8.12,8.02,7.77,7.76,7.75,8
6/20/2016 12:00,8.12,8.03,7.78,7.78,7.77,8.01
6/20/2016 12:15,8.13,8.03,7.79,7.77,7.78,8.01
6/20/2016 12:30,8.13,8.05,7.78,7.79,7.78,8.02
6/20/2016 12:45,8.16,8.08,7.9,7.79,7.8,8.04
6/20/2016 13:00,8.17,8.09,7.88,7.8,7.8,8.06
6/20/2016 13:15,8.16,8.1,7.84,7.8,7.8,8.08
6/20/2016 13:30,8.18,8.14,7.91,7.79,7.81,8.11
6/20/2016 13:45,8.19,8.13,7.92,7.82,7.84,8.16
6/20/2016 14:00,8.2,8.15,7.89,7.82,7.82,8.16
6/20/2016 14:15,8.21,8.13,7.89,7.81,7.84,8.22
6/20/2016 14:30,8.21,8.15,7.89,7.86,7.85,8.21
6/20/2016 14:45,8.22,8.17,7.91,7.81,7.83,8.22
6/20/2016 15:00,8.22,8.18,7.87,7.81,7.81,8.22
6/20/2016 15:15,8.23,8.18,7.9,7.81,7.81,8.2
6/20/2016 15:30,8.22,8.15,7.85,7.81,7.82,8.19
6/20/2016 15:45,8.24,8.17,7.88,7.81,7.8,8.19
6/20/2016 16:00,8.22,8.15,7.82,7.8,7.8,8.19
6/20/2016 16:15,8.22,8.17,7.81,7.78,7.82,8.21
6/20/2016 16:30,8.23,8.14,7.82,7.78,7.82,8.19
6/20/2016 16:45,8.22,8.14,7.8,7.75,7.78,8.19
6/20/2016 17:00,8.23,8.13,7.78,7.77,7.78,8.19
6/20/2016 17:15,8.23,8.12,7.79,7.77,7.78,8.18
6/20/2016 17:30,8.22,8.13,7.82,7.77,7.78,8.18
6/20/2016 17:45,8.21,8.13,7.76,7.77,7.76,8.17
6/20/2016 18:00,8.21,8.11,7.76,7.75,7.75,8.16
6/20/2016 18:15,8.2,8.11,7.77,7.77,7.75,8.16
6/20/2016 18:30,8.2,8.1,7.76,7.75,7.75,8.15
6/20/2016 18:45,8.19,8.09,7.75,7.74,7.74,8.13
6/20/2016 19:00,8.19,8.09,7.74,7.73,7.74,8.12
6/20/2016 19:15,8.18,8.08,7.74,7.7,7.74,8.1
6/20/2016 19:30,8.17,8.07,7.74,7.73,7.74,8.1
6/20/2016 19:45,8.16,8.06,7.74,7.72,7.74,8.08
6/20/2016 20:00,8.15,8.05,7.74,7.74,7.74,8.07
6/20/2016 20:15,8.14,8.05,7.75,7.73,7.73,8.06
6/20/2016 20:30,8.14,8.04,7.74,7.74,7.73,8.05
6/20/2016 20:45,8.13,8.04,7.73,7.72,7.72,8.04
6/20/2016 21:00,8.13,8.03,7.72,7.72,7.73,8.04
6/20/2016 21:15,8.12,8.03,7.72,7.71,7.7,8.03
6/20/2016 21:30,8.1,8.03,7.72,7.72,7.7,8.02
6/20/2016 21:45,8.1,8.02,7.73,7.72,7.7,8.01
6/20/2016 22:00,8.09,8.02,7.72,7.72,7.69,8.01
6/20/2016 22:15,8.08,8.01,7.72,7.71,7.69,8
6/20/2016 22:30,8.08,8.01,7.71,7.7,7.69,8
6/20/2016 22:45,8.08,8.01,7.71,7.69,7.69,7.99
6/20/2016 23:00,8.07,8,7.71,7.71,7.69,7.98
6/20/2016 23:15,8.06,8,7.72,7.7,7.68,7.97
6/20/2016 23:30,8.06,7.99,7.71,7.71,7.68,7.96
6/20/2016 23:45,8.06,7.99,7.71,7.71,7.68,7.96
6/21/2016 0:00,8.05,7.99,7.72,7.71,7.68,7.95
6/21/2016 0:15,8.05,7.98,7.71,7.7,7.67,7.95
6/21/2016 0:30,8.04,7.98,7.71,7.7,7.67,7.94
6/21/2016 0:45,8.04,7.98,7.71,7.69,7.66,7.94
6/21/2016 1:00,8.04,7.98,7.69,7.68,7.67,7.93
6/21/2016 1:15,8.03,7.98,7.69,7.68,7.67,7.93
6/21/2016 1:30,8.03,7.97,7.71,7.67,7.66,7.92
6/21/2016 1:45,8.03,7.97,7.69,7.69,7.67,7.92
6/21/2016 2:00,8.03,7.96,7.69,7.69,7.66,7.91
6/21/2016 2:15,8.02,7.96,7.71,7.69,7.66,7.91
6/21/2016 2:30,8.02,7.96,7.69,7.69,7.67,7.9
6/21/2016 2:45,8.02,7.95,7.69,7.66,7.67,7.9
6/21/2016 3:00,8.02,7.95,7.71,7.68,7.66,7.9
6/21/2016 3:15,8.02,7.95,7.69,7.62,7.66,7.89
6/21/2016 3:30,8.01,7.94,7.67,7.67,7.66,7.89
6/21/2016 3:45,8.01,7.93,7.67,7.68,7.66,7.89
6/21/2016 4:00,8.01,7.94,7.67,7.64,7.66,7.88
6/21/2016 4:15,8.01,7.93,7.67,7.67,7.66,7.88
6/21/2016 4:30,8,7.93,7.69,7.66,7.67,7.87
6/21/2016 4:45,8,7.92,7.67,7.67,7.67,7.87
6/21/2016 5:00,8,7.92,7.69,7.67,7.67,7.86
6/21/2016 5:15,8,7.92,7.67,7.65,7.67,7.86
6/21/2016 5:30,8,7.92,7.66,7.61,7.65,7.85
6/21/2016 5:45,7.99,7.91,7.65,7.65,7.65,7.85
6/21/2016 6:00,7.99,7.91,7.67,7.65,7.65,7.85
6/21/2016 6:15,7.99,7.91,7.67,7.66,7.65,7.83
6/21/2016 6:30,7.99,7.91,7.65,7.64,7.65,7.83
6/21/2016 6:45,7.99,7.91,7.67,7.63,7.65,7.83
6/21/2016 7:00,7.99,7.91,7.65,7.65,7.65,7.82
6/21/2016 7:15,7.99,7.91,7.67,7.64,7.65,7.82
6/21/2016 7:30,7.99,7.93,7.65,7.66,7.65,7.83
6/21/2016 7:45,7.99,7.93,7.67,7.66,7.65,7.84
6/21/2016 8:00,7.99,7.93,7.67,7.65,7.65,7.84
