Date,pH.10,pH.11,pH.12,pH.16,pH.17,pH.18
6/21/2016 8:15,7.99,7.95,7.65,7.65,7.65,7.86
6/21/2016 8:30,7.99,7.96,7.67,7.67,7.67,7.86
6/21/2016 8:45,8.01,7.96,7.69,7.68,7.68,7.87
6/21/2016 9:00,8.01,7.97,7.7,7.7,7.7,7.88
6/21/2016 9:15,8.02,7.97,7.68,7.69,7.68,7.89
6/21/2016 9:30,8.03,7.99,7.71,7.67,7.7,7.9
6/21/2016 9:45,8.03,8,7.72,7.7,7.7,7.96
6/21/2016 10:00,8.04,8,7.73,7.66,7.72,7.98
6/21/2016 10:15,8.05,8.02,7.73,7.71,7.7,8
6/21/2016 10:30,8.05,8.04,7.74,7.74,7.74,8.02
6/21/2016 10:45,8.06,8.04,7.75,7.74,7.73,7.99
6/21/2016 11:00,8.08,8.05,7.75,7.71,7.75,7.99
6/21/2016 11:15,8.1,8.08,7.78,7.76,7.76,8.05
6/21/2016 11:30,8.12,8.09,7.79,7.75,7.75,8.05
6/21/2016 11:45,8.11,8.07,7.74,7.75,7.75,8.04
6/21/2016 12:00,8.11,8.06,7.74,7.79,7.79,8.03
6/21/2016 12:15,8.15,8.1,7.83,7.78,7.79,8.06
6/21/2016 12:30,8.16,8.11,7.84,7.79,7.78,8.07
6/21/2016 12:45,8.17,8.12,7.84,7.78,7.8,8.1
6/21/2016 13:00,8.16,8.13,7.85,7.81,7.82,8.1
6/21/2016 13:15,8.16,8.12,7.8,7.77,7.8,8.11
6/21/2016 13:30,8.18,8.13,7.82,7.8,7.82,8.08
6/21/2016 13:45,8.19,8.14,7.83,7.8,7.82,8.08
6/21/2016 14:00,8.19,8.14,7.81,7.79,7.81,8.08
6/21/2016 14:15,8.2,8.12,7.85,7.84,7.83,8.1
6/21/2016 14:30,8.2,8.12,7.83,7.83,7.84,8.09
6/21/2016 14:45,8.21,8.12,7.83,7.81,7.82,8.08
6/21/2016 15:00,8.21,8.13,7.81,7.82,7.82,8.07
6/21/2016 15:15,8.21,8.13,7.82,7.82,7.82,8.08
6/21/2016 15:30,8.21,8.11,7.8,7.82,7.81,8.08
6/21/2016 15:45,8.22,8.12,7.83,7.8,7.82,8.07
6/21/2016 16:00,8.22,8.11,7.8,7.79,7.8,8.06
6/21/2016 16:15,8.21,8.11,7.79,7.8,7.8,8.05
6/21/2016 16:30,8.21,8.1,7.79,7.8,7.8,8.04
6/21/2016 16:45,8.21,8.1,7.78,7.78,7.76,8.03
6/21/2016 17:00,8.21,8.1,7.78,7.79,7.78,8.02
6/21/2016 17:15,8.21,8.1,7.79,7.77,7.78,8.01
6/21/2016 17:30,8.2,8.09,7.77,7.77,7.78,8.01
6/21/2016 17:45,8.2,8.09,7.78,7.75,7.76,8.01
6/21/2016 18:00,8.2,8.09,7.76,7.71,7.76,8
6/21/2016 18:15,8.19,8.08,7.76,7.75,7.75,7.99
6/21/2016 18:30,8.19,8.08,7.76,7.76,7.73,7.98
6/21/2016 18:45,8.18,8.07,7.74,7.74,7.75,7.98
6/21/2016 19:00,8.18,8.07,7.74,7.7,7.73,7.97
6/21/2016 19:15,8.17,8.06,7.74,7.7,7.73,7.95
6/21/2016 19:30,8.17,8.06,7.74,7.74,7.72,7.95
6/21/2016 19:45,8.16,8.05,7.74,7.72,7.72,7.95
6/21/2016 20:00,8.15,8.05,7.75,7.74,7.72,7.95
6/21/2016 20:15,8.14,8.04,7.74,7.74,7.7,7.93
6/21/2016 20:30,8.14,8.04,7.74,7.74,7.7,7.93
6/21/2016 20:45,8.13,8.02,7.72,7.7,7.72,7.92
6/21/2016 21:00,8.13,8.02,7.73,7.72,7.66,7.92
6/21/2016 21:15,8.12,8.01,7.72,7.68,7.68,7.91
6/21/2016 21:30,8.1,8.01,7.72,7.69,7.7,7.91
6/21/2016 21:45,8.1,8.01,7.72,7.72,7.68,7.9
6/21/2016 22:00,8.09,8,7.72,7.71,7.7,7.89
6/21/2016 22:15,8.09,8,7.72,7.71,7.7,7.88
6/21/2016 22:30,8.08,7.99,7.71,7.71,7.67,7.89
6/21/2016 22:45,8.08,7.99,7.71,7.71,7.69,7.88
6/21/2016 23:00,8.08,7.99,7.71,7.71,7.69,7.88
6/21/2016 23:15,8.06,7.98,7.71,7.69,7.67,7.87
6/21/2016 23:30,8.06,7.98,7.71,7.71,7.68,7.86
6/21/2016 23:45,8.05,7.97,7.71,7.7,7.65,7.85
6/22/2016 0:00,8.04,7.97,7.71,7.71,7.64,7.85
6/22/2016 0:15,8.04,7.96,7.71,7.71,7.65,7.85
6/22/2016 0:30,8.03,7.96,7.71,7.71,7.65,7.82
6/22/2016 0:45,8.03,7.96,7.7,7.68,7.65,7.81
6/22/2016 1:00,8.03,7.95,7.69,7.7,7.65,7.81
6/22/2016 1:15,8.02,7.95,7.69,7.67,7.64,7.81
6/22/2016 1:30,8.02,7.94,7.69,7.7,7.64,7.81
6/22/2016 1:45,8.02,7.94,7.69,7.66,7.63,7.85
6/22/2016 2:00,8.01,7.94,7.69,7.69,7.63,7.83
6/22/2016 2:15,8.01,7.94,7.69,7.67,7.63,7.84
6/22/2016 2:30,8.01,7.93,7.69,7.7,7.63,7.82
6/22/2016 2:45,8.01,7.93,7.69,7.68,7.62,7.84
6/22/2016 3:00,8.01,7.93,7.71,7.69,7.62,7.83
6/22/2016 3:15,8,7.93,7.67,7.68,7.61,7.82
6/22/2016 3:30,8,7.92,7.67,7.68,7.62,7.82
6/22/2016 3:45,8,7.92,7.67,7.68,7.64,7.82
6/22/2016 4:00,8,7.92,7.67,7.67,7.64,7.81
6/22/2016 4:15,7.99,7.92,7.67,7.64,7.63,7.81
6/22/2016 4:30,7.99,7.92,7.67,7.68,7.63,7.81
6/22/2016 4:45,7.99,7.92,7.67,7.67,7.63,7.83
6/22/2016 5:00,7.99,7.92,7.67,7.66,7.64,7.83
6/22/2016 5:15,7.98,7.92,7.67,7.66,7.64,7.83
6/22/2016 5:30,7.98,7.92,7.66,7.65,7.63,7.83
6/22/2016 5:45,7.98,7.92,7.65,7.61,7.64,7.83
6/22/2016 6:00,7.98,7.92,7.65,7.62,7.64,7.83
6/22/2016 6:15,7.98,7.92,7.65,7.65,7.64,7.83
6/22/2016 6:30,7.98,7.92,7.65,7.66,7.65,7.84
6/22/2016 6:45,7.97,7.92,7.65,7.61,7.63,7.84
6/22/2016 7:00,7.97,7.92,7.65,7.64,7.65,7.84
6/22/2016 7:15,7.97,7.92,7.67,7.65,7.65,7.84
6/22/2016 7:30,7.97,7.92,7.65,7.64,7.65,7.85
6/22/2016 7:45,7.97,7.92,7.67,7.64,7.65,7.83
6/22/2016 8:00,7.97,7.92,7.65,7.66,7.65,7.83
6/22/2016 8:15,7.97,7.92,7.65,7.64,7.65,7.82
6/22/2016 8:30,7.97,7.92,7.68,7.67,7.66,7.87
6/22/2016 8:45,7.99,7.92,7.66,7.67,7.67,7.87
6/22/2016 9:00,7.99,7.95,7.7,7.66,7.69,7.88
6/22/2016 9:15,8,7.96,7.7,7.7,7.68,7.92
6/22/2016 9:30,8,7.97,7.69,7.68,7.69,7.93
6/22/2016 9:45,8.02,7.97,7.71,7.71,7.71,7.93
6/22/2016 10:00,8.03,7.99,7.74,7.71,7.7,7.95
6/22/2016 10:15,8.04,8,7.73,7.7,7.71,7.98
6/22/2016 10:30,8.03,8,7.72,7.74,7.74,7.98
6/22/2016 10:45,8.05,8,7.72,7.69,7.74,7.99
6/22/2016 11:00,8.08,8.03,7.78,7.73,7.75,7.99
6/22/2016 11:15,8.08,8.01,7.75,7.75,7.76,7.99
6/22/2016 11:30,8.08,8.02,7.74,7.73,7.75,8.03
6/22/2016 11:45,8.11,8.06,7.83,7.76,7.77,8.06
6/22/2016 12:00,8.09,8.07,7.82,7.79,7.77,8.09
6/22/2016 12:15,8.11,8.08,7.84,7.78,7.79,8.09
6/22/2016 12:30,8.12,8.09,7.83,7.78,7.77,8.36
6/22/2016 12:45,8.14,8.09,7.82,7.82,7.8,8.21
6/22/2016 13:00,8.14,8.08,7.78,7.8,7.79,8.22
6/22/2016 13:15,8.14,8.1,7.8,7.77,7.8,8.32
6/22/2016 13:30,8.16,8.09,7.78,7.81,7.82,8.24
6/22/2016 13:45,8.15,8.09,7.78,7.81,7.81,8.32
6/22/2016 14:00,8.16,8.11,7.8,7.81,7.81,8.17
6/22/2016 14:15,8.17,8.11,7.82,7.84,7.83,8.17
6/22/2016 14:30,8.19,8.13,7.86,7.82,7.84,8.13
6/22/2016 14:45,8.19,8.12,7.82,7.82,7.82,8.17
6/22/2016 15:00,8.2,8.15,7.87,7.82,7.83,8.17
6/22/2016 15:15,8.21,8.15,7.85,7.82,7.79,8.19
6/22/2016 15:30,8.22,8.16,7.84,7.82,7.82,8.18
6/22/2016 15:45,8.22,8.16,7.86,7.77,7.79,8.18
6/22/2016 16:00,8.23,8.16,7.83,7.77,7.82,8.19
6/22/2016 16:15,8.22,8.16,7.83,7.79,7.81,8.21
6/22/2016 16:30,8.23,8.14,7.8,7.8,7.77,8.2
6/22/2016 16:45,8.23,8.11,7.81,7.77,7.79,8.16
6/22/2016 17:00,8.23,8.11,7.77,7.78,7.76,8.2
6/22/2016 17:15,8.23,8.11,7.77,7.76,7.76,8.13
6/22/2016 17:30,8.23,8.11,7.8,7.79,7.76,8.13
6/22/2016 17:45,8.23,8.1,7.76,7.74,7.77,8.11
6/22/2016 18:00,8.23,8.09,7.76,7.76,7.75,8.09
6/22/2016 18:15,8.23,8.08,7.77,7.76,7.75,8.07
6/22/2016 18:30,8.23,8.08,7.77,7.75,7.73,8.06
6/22/2016 18:45,8.23,8.07,7.75,7.75,7.73,8.05
6/22/2016 19:00,8.22,8.07,7.74,7.73,7.74,8.03
6/22/2016 19:15,8.22,8.06,7.74,7.7,7.72,8.02
6/22/2016 19:30,8.22,8.06,7.75,7.74,7.73,8.01
6/22/2016 19:45,8.22,8.05,7.75,7.74,7.69,7.99
6/22/2016 20:00,8.21,8.05,7.75,7.73,7.7,7.97
6/22/2016 20:15,8.21,8.04,7.74,7.74,7.68,7.96
6/22/2016 20:30,8.2,8.02,7.74,7.71,7.69,7.95
6/22/2016 20:45,8.2,8.02,7.72,7.72,7.7,7.94
6/22/2016 21:00,8.19,8.01,7.72,7.7,7.71,7.92
6/22/2016 21:15,8.19,8.01,7.72,7.71,7.7,7.9
6/22/2016 21:30,8.18,8,7.73,7.71,7.7,7.91
6/22/2016 21:45,8.18,7.99,7.72,7.71,7.69,7.88
6/22/2016 22:00,8.17,7.99,7.72,7.72,7.67,7.89
6/22/2016 22:15,8.17,7.98,7.73,7.71,7.67,7.88
6/22/2016 22:30,8.16,7.98,7.71,7.71,7.65,7.86
6/22/2016 22:45,8.16,7.97,7.71,7.71,7.67,7.86
6/22/2016 23:00,8.15,7.97,7.72,7.71,7.63,7.85
6/22/2016 23:15,8.16,7.97,7.71,7.71,7.64,7.86
6/22/2016 23:30,8.16,7.96,7.72,7.71,7.61,7.84
6/22/2016 23:45,8.15,7.96,7.71,7.69,7.62,7.87
6/23/2016 0:00,8.15,7.96,7.72,7.71,7.62,7.87
6/23/2016 0:15,8.15,7.95,7.71,7.69,7.61,7.87
6/23/2016 0:30,8.14,7.95,7.72,7.7,7.63,7.86
6/23/2016 0:45,8.14,7.94,7.71,7.69,7.61,7.87
6/23/2016 1:00,8.13,7.94,7.69,7.7,7.61,7.88
6/23/2016 1:15,8.12,7.94,7.69,7.67,7.6,7.87
6/23/2016 1:30,8.12,7.94,7.71,7.69,7.59,7.86
6/23/2016 1:45,8.11,7.93,7.69,7.67,7.57,7.86
6/23/2016 2:00,8.11,7.93,7.69,7.68,7.56,7.87
6/23/2016 2:15,8.11,7.93,7.71,7.68,7.55,7.87
6/23/2016 2:30,8.1,7.92,7.69,7.69,7.57,7.86
6/23/2016 2:45,8.09,7.92,7.69,7.69,7.57,7.85
6/23/2016 3:00,8.09,7.92,7.69,7.68,7.56,7.84
6/23/2016 3:15,8.09,7.92,7.68,7.66,7.56,7.85
6/23/2016 3:30,8.08,7.91,7.67,7.66,7.53,7.85
6/23/2016 3:45,8.08,7.91,7.69,7.67,7.55,7.84
6/23/2016 4:00,8.08,7.91,7.67,7.67,7.55,7.83
6/23/2016 4:15,8.08,7.91,7.69,7.67,7.55,7.83
6/23/2016 4:30,8.07,7.91,7.67,7.68,7.52,7.84
6/23/2016 4:45,8.07,7.9,7.67,7.67,7.52,7.83
6/23/2016 5:00,8.06,7.9,7.69,7.68,7.54,7.82
6/23/2016 5:15,8.06,7.89,7.67,7.67,7.54,7.81
6/23/2016 5:30,8.06,7.88,7.66,7.64,7.54,7.8
6/23/2016 5:45,8.05,7.88,7.65,7.64,7.54,7.8
6/23/2016 6:00,8.05,7.87,7.65,7.64,7.54,7.8
6/23/2016 6:15,8.05,7.87,7.67,7.63,7.52,7.79
6/23/2016 6:30,8.04,7.87,7.65,7.64,7.52,7.79
6/23/2016 6:45,8.04,7.87,7.65,7.65,7.52,7.82
6/23/2016 7:00,8.04,7.87,7.67,7.65,7.54,7.82
6/23/2016 7:15,8.04,7.87,7.65,7.65,7.54,7.82
6/23/2016 7:30,8.04,7.89,7.67,7.65,7.55,7.83
6/23/2016 7:45,8.04,7.89,7.65,7.63,7.55,7.83
6/23/2016 8:00,8.04,7.9,7.67,7.62,7.57,7.86
6/23/2016 8:15,8.04,7.91,7.67,7.65,7.58,7.88
6/23/2016 8:30,8.04,7.91,7.67,7.66,7.6,7.88
6/23/2016 8:45,8.06,7.92,7.68,7.65,7.61,7.89
6/23/2016 9:00,8.06,7.93,7.7,7.69,7.65,7.9
6/23/2016 9:15,8.07,7.94,7.7,7.67,7.67,7.92
6/23/2016 9:30,8.08,7.95,7.69,7.69,7.68,7.93
6/23/2016 9:45,8.09,7.97,7.74,7.7,7.7,7.95
6/23/2016 10:00,8.08,7.96,7.7,7.71,7.7,7.93
6/23/2016 10:15,8.1,7.98,7.74,7.7,7.72,7.97
6/23/2016 10:30,8.13,8.01,7.78,7.77,7.73,7.98
6/23/2016 10:45,8.11,8,7.74,7.73,7.75,7.97
6/23/2016 11:00,8.12,8,7.75,7.75,7.72,7.97
6/23/2016 11:15,8.13,8,7.74,7.76,7.75,8
6/23/2016 11:30,8.13,8.01,7.75,7.76,7.75,8.01
6/23/2016 11:45,8.16,8.04,7.83,7.76,7.78,8.02
6/23/2016 12:00,8.18,8.05,7.85,7.8,7.79,8.03
6/23/2016 12:15,8.17,8.05,7.83,7.78,7.79,8.06
6/23/2016 12:30,8.17,8.04,7.76,7.76,7.77,8.03
6/23/2016 12:45,8.18,8.04,7.8,7.79,7.79,8.04
6/23/2016 13:00,8.17,8.05,7.79,7.81,7.79,8.04
6/23/2016 13:15,8.19,8.05,7.78,7.8,7.79,8.04
6/23/2016 13:30,8.21,8.09,7.88,7.82,7.81,8.08
6/23/2016 13:45,8.2,8.07,7.82,7.79,7.8,8.08
6/23/2016 14:00,8.21,8.07,7.79,7.82,7.82,8.08
6/23/2016 14:15,8.23,8.1,7.88,7.87,7.85,8.1
6/23/2016 14:30,8.21,8.08,7.83,7.81,7.85,8.09
6/23/2016 14:45,8.22,8.13,7.87,7.82,7.84,8.11
6/23/2016 15:00,8.22,8.14,7.87,7.82,7.83,8.13
6/23/2016 15:15,8.22,8.11,7.84,7.83,7.83,8.14
6/23/2016 15:30,8.24,8.15,7.85,7.8,7.84,8.15
6/23/2016 15:45,8.24,8.11,7.8,7.8,7.79,8.14
6/23/2016 16:00,8.26,8.13,7.84,7.81,7.81,8.15
6/23/2016 16:15,8.26,8.15,7.84,7.8,7.79,8.19
6/23/2016 16:30,8.26,8.12,7.82,7.78,7.82,8.18
6/23/2016 16:45,8.27,8.12,7.82,7.78,7.8,8.21
6/23/2016 17:00,8.26,8.11,7.77,7.78,7.78,8.14
6/23/2016 17:15,8.27,8.1,7.86,7.78,7.77,8.17
6/23/2016 17:30,8.27,8.11,7.82,7.76,7.78,8.12
6/23/2016 17:45,8.27,8.09,7.74,7.76,7.75,8.11
6/23/2016 18:00,8.26,8.09,7.75,7.73,7.75,8.1
6/23/2016 18:15,8.26,8.08,7.75,7.76,7.74,8.08
6/23/2016 18:30,8.26,8.08,7.75,7.75,7.72,8.07
6/23/2016 18:45,8.26,8.07,7.74,7.75,7.72,8.06
6/23/2016 19:00,8.25,8.07,7.74,7.71,7.74,8.05
6/23/2016 19:15,8.25,8.06,7.74,7.74,7.72,8.04
6/23/2016 19:30,8.24,8.05,7.74,7.74,7.74,8.03
6/23/2016 19:45,8.24,8.05,7.74,7.71,7.72,8.01
6/23/2016 20:00,8.23,8.04,7.74,7.74,7.72,8
6/23/2016 20:15,8.23,8.02,7.74,7.71,7.72,7.99
6/23/2016 20:30,8.22,8.02,7.75,7.74,7.7,7.98
6/23/2016 20:45,8.22,8.01,7.72,7.71,7.71,7.97
6/23/2016 21:00,8.21,8.01,7.72,7.72,7.69,7.97
6/23/2016 21:15,8.21,8,7.72,7.72,7.7,7.96
6/23/2016 21:30,8.2,8,7.73,7.72,7.69,7.95
6/23/2016 21:45,8.2,8,7.74,7.72,7.69,7.95
6/23/2016 22:00,8.19,7.99,7.73,7.72,7.67,7.94
6/23/2016 22:15,8.19,7.99,7.73,7.72,7.67,7.94
6/23/2016 22:30,8.19,7.99,7.71,7.71,7.66,7.93
6/23/2016 22:45,8.18,7.98,7.71,7.7,7.66,7.93
6/23/2016 23:00,8.18,7.98,7.71,7.7,7.67,7.93
6/23/2016 23:15,8.17,7.98,7.71,7.73,7.65,7.92
6/23/2016 23:30,8.17,7.98,7.72,7.69,7.65,7.92
6/23/2016 23:45,8.17,7.97,7.71,7.71,7.64,7.91
